trip_id,route_id,vehicle_id,service_date,scheduled_start,status
T0000962,R005,V0044,2025-01-02,08:00:00,Completed
T0000963,R001,V0041,2025-01-02,08:00:00,Completed
T0000964,R014,V0008,2025-01-06,08:00:00,Completed
T0000965,R019,V0009,2025-01-02,08:00:00,Completed
T0000966,R020,V0003,2025-01-05,08:00:00,Completed
T0000967,R011,V0039,2025-01-03,08:00:00,Completed
T0000968,R007,V0045,2025-01-01,08:00:00,Completed
T0000969,R001,V0004,2025-01-05,08:00:00,Completed
T0000970,R003,V0034,2025-01-02,08:00:00,Completed
T0000971,R003,V0045,2025-01-01,08:00:00,Completed
T0000972,R019,V0038,2025-01-02,08:00:00,Completed
T0000973,R010,V0039,2025-01-04,08:00:00,Completed
T0000974,R017,V0029,2025-01-04,08:00:00,Completed
T0000975,R005,V0032,2025-01-03,08:00:00,Completed
T0000976,R018,V0013,2025-01-04,08:00:00,Completed
T0000977,R009,V0023,2025-01-04,08:00:00,Completed
T0000978,R015,V0022,2025-01-04,08:00:00,Completed
T0000979,R016,V0048,2025-01-03,08:00:00,Completed
T0000980,R014,V0012,2025-01-06,08:00:00,Completed
T0000981,R005,V0035,2025-01-05,08:00:00,Completed
T0000982,R004,V0041,2025-01-03,08:00:00,Completed
T0000983,R012,V0030,2025-01-06,08:00:00,Completed
T0000984,R014,V0037,2025-01-01,08:00:00,Completed
T0000985,R012,V0021,2025-01-03,08:00:00,Completed
T0000986,R020,V0003,2025-01-04,08:00:00,Completed
T0000987,R014,V0021,2025-01-03,08:00:00,Completed
T0000988,R017,V0016,2025-01-07,08:00:00,Completed
T0000989,R008,V0037,2025-01-01,08:00:00,Completed
T0000990,R018,V0014,2025-01-01,08:00:00,Completed
T0000991,R014,V0020,2025-01-01,08:00:00,Completed
T0000992,R002,V0045,2025-01-05,08:00:00,Completed
T0000993,R005,V0025,2025-01-07,08:00:00,Completed
T0000994,R011,V0029,2025-01-01,08:00:00,Completed
T0000995,R001,V0004,2025-01-01,08:00:00,Completed
T0000996,R017,V0047,2025-01-05,08:00:00,Completed
T0000997,R018,V0021,2025-01-05,08:00:00,Completed
T0000998,R012,V0015,2025-01-01,08:00:00,Completed
T0000999,R008,V0017,2025-01-06,08:00:00,Completed
T0001000,R016,V0026,2025-01-05,08:00:00,Completed
T0001001,R018,V0027,2025-01-01,08:00:00,Completed
T0001002,R013,V0037,2025-01-04,08:00:00,Completed
T0001003,R004,V0002,2025-01-06,08:00:00,Completed
T0001004,R001,V0025,2025-01-04,08:00:00,Completed
T0001005,R010,V0001,2025-01-02,08:00:00,Completed
T0001006,R002,V0030,2025-01-01,08:00:00,Completed
T0001007,R014,V0033,2025-01-03,08:00:00,Completed
T0001008,R002,V0030,2025-01-04,08:00:00,Completed
T0001009,R001,V0016,2025-01-01,08:00:00,Completed
T0001010,R006,V0006,2025-01-02,08:00:00,Completed
T0001011,R012,V0034,2025-01-04,08:00:00,Completed
T0001012,R009,V0032,2025-01-02,08:00:00,Completed
T0001013,R016,V0044,2025-01-05,08:00:00,Completed
T0001014,R016,V0002,2025-01-02,08:00:00,Completed
T0001015,R004,V0005,2025-01-06,08:00:00,Completed
T0001016,R011,V0015,2025-01-07,08:00:00,Completed
T0001017,R005,V0045,2025-01-04,08:00:00,Completed
T0001018,R009,V0006,2025-01-03,08:00:00,Completed
T0001019,R015,V0021,2025-01-05,08:00:00,Completed
T0001020,R006,V0023,2025-01-06,08:00:00,Completed
T0001021,R009,V0019,2025-01-01,08:00:00,Completed
T0001022,R003,V0040,2025-01-07,08:00:00,Completed
T0001023,R006,V0034,2025-01-02,08:00:00,Completed
T0001024,R005,V0009,2025-01-05,08:00:00,Completed
T0001025,R002,V0050,2025-01-07,08:00:00,Completed
T0001026,R003,V0049,2025-01-02,08:00:00,Completed
T0001027,R016,V0035,2025-01-03,08:00:00,Completed
T0001028,R003,V0045,2025-01-05,08:00:00,Completed
T0001029,R018,V0030,2025-01-06,08:00:00,Completed
T0001030,R011,V0020,2025-01-02,08:00:00,Completed
T0001031,R008,V0041,2025-01-07,08:00:00,Completed
T0001032,R014,V0004,2025-01-06,08:00:00,Completed
T0001033,R017,V0016,2025-01-05,08:00:00,Completed
T0001034,R008,V0041,2025-01-06,08:00:00,Completed
T0001035,R008,V0044,2025-01-04,08:00:00,Completed
T0001036,R004,V0034,2025-01-02,08:00:00,Completed
T0001037,R005,V0031,2025-01-02,08:00:00,Completed
T0001038,R006,V0038,2025-01-04,08:00:00,Completed
T0001039,R005,V0032,2025-01-07,08:00:00,Completed
T0001040,R010,V0037,2025-01-04,08:00:00,Completed
T0001041,R020,V0033,2025-01-03,08:00:00,Completed
T0001042,R003,V0009,2025-01-07,08:00:00,Completed
T0001043,R005,V0024,2025-01-03,08:00:00,Completed
T0001044,R007,V0045,2025-01-02,08:00:00,Completed
T0001045,R008,V0033,2025-01-01,08:00:00,Completed
T0001046,R015,V0039,2025-01-04,08:00:00,Completed
T0001047,R008,V0026,2025-01-07,08:00:00,Completed
T0001048,R012,V0009,2025-01-06,08:00:00,Completed
T0001049,R008,V0042,2025-01-01,08:00:00,Completed
T0001050,R009,V0045,2025-01-02,08:00:00,Completed
T0001051,R002,V0048,2025-01-05,08:00:00,Completed
T0001052,R005,V0043,2025-01-03,08:00:00,Completed
T0001053,R005,V0046,2025-01-05,08:00:00,Completed
T0001054,R006,V0010,2025-01-04,08:00:00,Completed
T0001055,R009,V0048,2025-01-04,08:00:00,Completed
T0001056,R009,V0009,2025-01-05,08:00:00,Completed
T0001057,R001,V0045,2025-01-03,08:00:00,Completed
T0001058,R019,V0034,2025-01-06,08:00:00,Completed
T0001059,R003,V0010,2025-01-04,08:00:00,Completed
T0001060,R003,V0038,2025-01-05,08:00:00,Completed
T0001061,R015,V0027,2025-01-07,08:00:00,Completed
T0001062,R007,V0033,2025-01-05,08:00:00,Completed
T0001063,R010,V0033,2025-01-03,08:00:00,Completed
T0001064,R008,V0043,2025-01-01,08:00:00,Completed
T0001065,R015,V0026,2025-01-01,08:00:00,Completed
T0001066,R011,V0033,2025-01-07,08:00:00,Completed
T0001067,R009,V0029,2025-01-06,08:00:00,Completed
T0001068,R019,V0010,2025-01-01,08:00:00,Cancelled
T0001069,R011,V0050,2025-01-03,08:00:00,Completed
T0001070,R011,V0019,2025-01-02,08:00:00,Completed
T0001071,R015,V0011,2025-01-07,08:00:00,Completed
T0001072,R017,V0030,2025-01-06,08:00:00,Completed
T0001073,R005,V0038,2025-01-02,08:00:00,Completed
T0001074,R015,V0034,2025-01-07,08:00:00,Completed
T0001075,R010,V0030,2025-01-05,08:00:00,Completed
T0001076,R013,V0022,2025-01-04,08:00:00,Completed
T0001077,R013,V0039,2025-01-01,08:00:00,Completed
T0001078,R020,V0024,2025-01-07,08:00:00,Completed
T0001079,R002,V0010,2025-01-07,08:00:00,Completed
T0001080,R019,V0032,2025-01-07,08:00:00,Completed
T0001081,R010,V0022,2025-01-03,08:00:00,Completed
T0001082,R011,V0025,2025-01-06,08:00:00,Completed
T0001083,R011,V0004,2025-01-04,08:00:00,Completed
T0001084,R018,V0025,2025-01-01,08:00:00,Completed
T0001085,R011,V0019,2025-01-05,08:00:00,Completed
T0001086,R012,V0020,2025-01-01,08:00:00,Completed
T0001087,R005,V0029,2025-01-07,08:00:00,Completed
T0001088,R003,V0039,2025-01-04,08:00:00,Completed
T0001089,R012,V0043,2025-01-06,08:00:00,Completed
T0001090,R005,V0040,2025-01-02,08:00:00,Completed
T0001091,R015,V0050,2025-01-03,08:00:00,Completed
T0001092,R015,V0038,2025-01-06,08:00:00,Completed
T0001093,R011,V0043,2025-01-03,08:00:00,Completed
T0001094,R018,V0031,2025-01-01,08:00:00,Completed
T0001095,R001,V0010,2025-01-07,08:00:00,Completed
T0001096,R014,V0033,2025-01-06,08:00:00,Completed
T0001097,R003,V0009,2025-01-04,08:00:00,Completed
T0001098,R001,V0033,2025-01-05,08:00:00,Completed
T0001099,R015,V0022,2025-01-07,08:00:00,Completed
T0001100,R014,V0014,2025-01-01,08:00:00,Completed
T0001101,R015,V0023,2025-01-03,08:00:00,Completed
T0001102,R006,V0009,2025-01-05,08:00:00,Completed
T0001103,R004,V0047,2025-01-04,08:00:00,Completed
T0001104,R014,V0024,2025-01-04,08:00:00,Completed
T0001105,R014,V0025,2025-01-01,08:00:00,Completed
T0001106,R018,V0017,2025-01-06,08:00:00,Completed
T0001107,R018,V0002,2025-01-04,08:00:00,Completed
T0001108,R012,V0021,2025-01-07,08:00:00,Completed
T0001109,R005,V0033,2025-01-02,08:00:00,Completed
T0001110,R004,V0023,2025-01-01,08:00:00,Completed
T0001111,R001,V0022,2025-01-04,08:00:00,Completed
T0001112,R001,V0037,2025-01-01,08:00:00,Completed
T0001113,R014,V0048,2025-01-06,08:00:00,Completed
T0001114,R011,V0019,2025-01-05,08:00:00,Completed
T0001115,R020,V0047,2025-01-03,08:00:00,Completed
T0001116,R002,V0010,2025-01-01,08:00:00,Completed
T0001117,R017,V0034,2025-01-02,08:00:00,Completed
T0001118,R005,V0029,2025-01-01,08:00:00,Completed
T0001119,R019,V0027,2025-01-03,08:00:00,Completed
T0001120,R001,V0006,2025-01-06,08:00:00,Completed
T0001121,R017,V0049,2025-01-02,08:00:00,Completed
T0001122,R018,V0037,2025-01-03,08:00:00,Completed
T0001123,R007,V0007,2025-01-02,08:00:00,Completed
T0001124,R014,V0001,2025-01-04,08:00:00,Completed
T0001125,R019,V0025,2025-01-03,08:00:00,Completed
T0001126,R005,V0020,2025-01-01,08:00:00,Completed
T0001127,R001,V0041,2025-01-07,08:00:00,Completed
T0001128,R016,V0029,2025-01-05,08:00:00,Completed
T0001129,R006,V0045,2025-01-07,08:00:00,Completed
T0001130,R014,V0002,2025-01-03,08:00:00,Completed
T0001131,R010,V0049,2025-01-02,08:00:00,Completed
T0001132,R013,V0042,2025-01-06,08:00:00,Completed
T0001133,R018,V0036,2025-01-04,08:00:00,Completed
T0001134,R016,V0024,2025-01-03,08:00:00,Completed
T0001135,R006,V0047,2025-01-07,08:00:00,Completed
T0001136,R002,V0006,2025-01-04,08:00:00,Completed
T0001137,R008,V0022,2025-01-07,08:00:00,Completed
T0001138,R005,V0025,2025-01-04,08:00:00,Completed
T0001139,R011,V0003,2025-01-01,08:00:00,Completed
T0001140,R005,V0046,2025-01-04,08:00:00,Completed
T0001141,R007,V0040,2025-01-05,08:00:00,Completed
T0001142,R016,V0040,2025-01-02,08:00:00,Completed
T0001143,R019,V0049,2025-01-03,08:00:00,Completed
T0001144,R009,V0043,2025-01-05,08:00:00,Completed
T0001145,R013,V0022,2025-01-01,08:00:00,Completed
T0001146,R017,V0039,2025-01-01,08:00:00,Completed
T0001147,R012,V0038,2025-01-02,08:00:00,Completed
T0001148,R001,V0039,2025-01-04,08:00:00,Completed
T0001149,R009,V0035,2025-01-07,08:00:00,Completed
T0001150,R013,V0039,2025-01-05,08:00:00,Completed
T0001151,R004,V0042,2025-01-06,08:00:00,Completed
T0001152,R013,V0014,2025-01-02,08:00:00,Completed
T0001153,R010,V0026,2025-01-06,08:00:00,Completed
T0001154,R008,V0041,2025-01-01,08:00:00,Completed
T0001155,R015,V0026,2025-01-02,08:00:00,Completed
T0001156,R005,V0048,2025-01-07,08:00:00,Completed
T0001157,R003,V0007,2025-01-06,08:00:00,Completed
T0001158,R014,V0014,2025-01-05,08:00:00,Completed
T0001159,R004,V0023,2025-01-07,08:00:00,Completed
T0001160,R010,V0039,2025-01-05,08:00:00,Completed
T0001161,R018,V0049,2025-01-07,08:00:00,Completed
T0001162,R002,V0025,2025-01-05,08:00:00,Completed
T0001163,R002,V0021,2025-01-05,08:00:00,Completed
T0001164,R009,V0002,2025-01-05,08:00:00,Completed
T0001165,R008,V0033,2025-01-07,08:00:00,Completed
T0001166,R006,V0023,2025-01-03,08:00:00,Completed
T0001167,R018,V0019,2025-01-04,08:00:00,Completed
T0001168,R010,V0047,2025-01-04,08:00:00,Completed
T0001169,R013,V0020,2025-01-05,08:00:00,Completed
T0001170,R010,V0026,2025-01-01,08:00:00,Completed
T0001171,R014,V0011,2025-01-02,08:00:00,Completed
T0001172,R013,V0009,2025-01-04,08:00:00,Completed
T0001173,R018,V0022,2025-01-06,08:00:00,Completed
T0001174,R018,V0038,2025-01-03,08:00:00,Completed
T0001175,R011,V0011,2025-01-02,08:00:00,Completed
T0001176,R001,V0013,2025-01-06,08:00:00,Completed
T0001177,R003,V0026,2025-01-03,08:00:00,Completed
T0001178,R006,V0041,2025-01-03,08:00:00,Completed
T0001179,R003,V0046,2025-01-04,08:00:00,Completed
T0001180,R016,V0049,2025-01-04,08:00:00,Completed
T0001181,R014,V0050,2025-01-04,08:00:00,Completed
T0001182,R002,V0027,2025-01-07,08:00:00,Completed
T0001183,R010,V0001,2025-01-01,08:00:00,Completed
T0001184,R002,V0049,2025-01-07,08:00:00,Completed
T0001185,R005,V0048,2025-01-02,08:00:00,Completed
T0001186,R006,V0015,2025-01-04,08:00:00,Completed
T0001187,R016,V0042,2025-01-04,08:00:00,Completed
T0001188,R010,V0003,2025-01-05,08:00:00,Completed
T0001189,R016,V0031,2025-01-06,08:00:00,Completed
T0001190,R007,V0034,2025-01-05,08:00:00,Completed
T0001191,R002,V0005,2025-01-05,08:00:00,Completed
T0001192,R012,V0035,2025-01-05,08:00:00,Completed
T0001193,R017,V0036,2025-01-01,08:00:00,Completed
T0001194,R009,V0008,2025-01-07,08:00:00,Completed
T0001195,R004,V0013,2025-01-03,08:00:00,Completed
T0001196,R015,V0042,2025-01-04,08:00:00,Completed
T0001197,R020,V0021,2025-01-03,08:00:00,Completed
T0001198,R013,V0029,2025-01-07,08:00:00,Completed
T0001199,R017,V0020,2025-01-02,08:00:00,Completed
T0001200,R017,V0035,2025-01-05,08:00:00,Completed
T0001201,R015,V0045,2025-01-05,08:00:00,Completed
T0001202,R017,V0039,2025-01-03,08:00:00,Completed
T0001203,R011,V0041,2025-01-07,08:00:00,Completed
T0001204,R016,V0044,2025-01-03,08:00:00,Completed
T0001205,R008,V0015,2025-01-07,08:00:00,Completed
T0001206,R004,V0025,2025-01-04,08:00:00,Completed
T0001207,R008,V0025,2025-01-07,08:00:00,Completed
T0001208,R019,V0002,2025-01-03,08:00:00,Completed
T0001209,R015,V0049,2025-01-01,08:00:00,Completed
T0001210,R014,V0025,2025-01-02,08:00:00,Completed
T0001211,R014,V0021,2025-01-05,08:00:00,Completed
T0001212,R003,V0032,2025-01-06,08:00:00,Completed
T0001213,R010,V0050,2025-01-05,08:00:00,Completed
T0001214,R016,V0007,2025-01-01,08:00:00,Cancelled
T0001215,R015,V0035,2025-01-05,08:00:00,Completed
T0001216,R010,V0012,2025-01-05,08:00:00,Completed
T0001217,R019,V0043,2025-01-06,08:00:00,Completed
T0001218,R003,V0036,2025-01-04,08:00:00,Completed
T0001219,R007,V0034,2025-01-03,08:00:00,Completed
T0001220,R019,V0015,2025-01-04,08:00:00,Completed
T0001221,R010,V0014,2025-01-06,08:00:00,Completed
T0001222,R002,V0001,2025-01-03,08:00:00,Completed
T0001223,R001,V0005,2025-01-02,08:00:00,Completed
T0001224,R003,V0023,2025-01-04,08:00:00,Cancelled
T0001225,R016,V0045,2025-01-04,08:00:00,Completed
T0001226,R019,V0005,2025-01-04,08:00:00,Completed
T0001227,R003,V0019,2025-01-03,08:00:00,Completed
T0001228,R020,V0038,2025-01-06,08:00:00,Completed
T0001229,R007,V0012,2025-01-04,08:00:00,Completed
T0001230,R002,V0035,2025-01-03,08:00:00,Completed
T0001231,R006,V0050,2025-01-02,08:00:00,Completed
T0001232,R019,V0043,2025-01-04,08:00:00,Completed
T0001233,R002,V0038,2025-01-01,08:00:00,Completed
T0001234,R019,V0035,2025-01-04,08:00:00,Completed
T0001235,R014,V0002,2025-01-03,08:00:00,Completed
T0001236,R017,V0047,2025-01-03,08:00:00,Completed
T0001237,R010,V0009,2025-01-03,08:00:00,Completed
T0001238,R003,V0014,2025-01-07,08:00:00,Completed
T0001239,R003,V0041,2025-01-07,08:00:00,Completed
T0001240,R006,V0015,2025-01-05,08:00:00,Completed
T0001241,R005,V0048,2025-01-01,08:00:00,Completed
T0001242,R015,V0030,2025-01-07,08:00:00,Completed
T0001243,R012,V0023,2025-01-07,08:00:00,Completed
T0001244,R007,V0035,2025-01-03,08:00:00,Completed
T0001245,R008,V0013,2025-01-05,08:00:00,Completed
T0001246,R001,V0038,2025-01-01,08:00:00,Completed
T0001247,R004,V0027,2025-01-03,08:00:00,Completed
T0001248,R002,V0027,2025-01-06,08:00:00,Completed
T0001249,R015,V0050,2025-01-06,08:00:00,Completed
T0001250,R005,V0014,2025-01-06,08:00:00,Completed
T0001251,R019,V0033,2025-01-05,08:00:00,Completed
T0001252,R012,V0039,2025-01-06,08:00:00,Completed
T0001253,R009,V0038,2025-01-05,08:00:00,Completed
T0001254,R005,V0022,2025-01-05,08:00:00,Completed
T0001255,R007,V0007,2025-01-01,08:00:00,Completed
T0001256,R017,V0033,2025-01-05,08:00:00,Completed
T0001257,R014,V0004,2025-01-06,08:00:00,Completed
T0001258,R008,V0021,2025-01-02,08:00:00,Completed
T0001259,R007,V0036,2025-01-06,08:00:00,Completed
T0001260,R018,V0001,2025-01-03,08:00:00,Completed
T0001261,R009,V0032,2025-01-04,08:00:00,Completed
T0001262,R011,V0025,2025-01-05,08:00:00,Completed
T0001263,R006,V0025,2025-01-05,08:00:00,Completed
T0001264,R006,V0029,2025-01-06,08:00:00,Completed
T0001265,R017,V0025,2025-01-01,08:00:00,Completed
T0001266,R004,V0017,2025-01-04,08:00:00,Completed
T0001267,R006,V0005,2025-01-03,08:00:00,Completed
T0001268,R001,V0049,2025-01-07,08:00:00,Completed
T0001269,R010,V0021,2025-01-07,08:00:00,Completed
T0001270,R006,V0006,2025-01-07,08:00:00,Completed
T0001271,R015,V0046,2025-01-01,08:00:00,Completed
T0001272,R008,V0009,2025-01-07,08:00:00,Completed
T0001273,R001,V0004,2025-01-03,08:00:00,Completed
T0001274,R020,V0040,2025-01-04,08:00:00,Completed
T0001275,R005,V0007,2025-01-02,08:00:00,Completed
T0001276,R006,V0015,2025-01-03,08:00:00,Completed
T0001277,R003,V0037,2025-01-03,08:00:00,Completed
T0001278,R012,V0029,2025-01-04,08:00:00,Completed
T0001279,R012,V0046,2025-01-03,08:00:00,Completed
T0001280,R002,V0043,2025-01-02,08:00:00,Completed
T0001281,R020,V0049,2025-01-03,08:00:00,Completed
T0001282,R005,V0035,2025-01-06,08:00:00,Completed
T0001283,R019,V0045,2025-01-05,08:00:00,Completed
T0001284,R014,V0022,2025-01-07,08:00:00,Cancelled
T0001285,R015,V0043,2025-01-03,08:00:00,Completed
T0001286,R012,V0042,2025-01-03,08:00:00,Completed
T0001287,R015,V0046,2025-01-07,08:00:00,Completed
T0001288,R019,V0037,2025-01-04,08:00:00,Completed
T0001289,R004,V0015,2025-01-06,08:00:00,Completed
T0001290,R014,V0015,2025-01-03,08:00:00,Completed
T0001291,R001,V0020,2025-01-06,08:00:00,Completed
T0001292,R003,V0005,2025-01-07,08:00:00,Completed
T0001293,R018,V0026,2025-01-06,08:00:00,Completed
T0001294,R010,V0039,2025-01-07,08:00:00,Completed
T0001295,R005,V0033,2025-01-04,08:00:00,Completed
T0001296,R013,V0017,2025-01-03,08:00:00,Completed
T0001297,R020,V0027,2025-01-04,08:00:00,Completed
T0001298,R006,V0049,2025-01-01,08:00:00,Completed
T0001299,R006,V0041,2025-01-07,08:00:00,Completed
T0001300,R020,V0050,2025-01-07,08:00:00,Completed
T0001301,R013,V0037,2025-01-07,08:00:00,Completed
T0001302,R019,V0020,2025-01-03,08:00:00,Completed
T0001303,R002,V0044,2025-01-07,08:00:00,Completed
T0001304,R002,V0006,2025-01-05,08:00:00,Cancelled
T0001305,R010,V0020,2025-01-01,08:00:00,Completed
T0001306,R018,V0002,2025-01-07,08:00:00,Completed
T0001307,R012,V0012,2025-01-07,08:00:00,Completed
T0001308,R002,V0027,2025-01-02,08:00:00,Completed
T0001309,R007,V0048,2025-01-01,08:00:00,Completed
T0001310,R008,V0028,2025-01-05,08:00:00,Completed
T0001311,R019,V0036,2025-01-03,08:00:00,Completed
T0001312,R011,V0002,2025-01-07,08:00:00,Completed
T0001313,R008,V0009,2025-01-01,08:00:00,Completed
T0001314,R010,V0011,2025-01-02,08:00:00,Completed
T0001315,R002,V0039,2025-01-01,08:00:00,Completed
T0001316,R007,V0008,2025-01-01,08:00:00,Completed
T0001317,R017,V0047,2025-01-07,08:00:00,Completed
T0001318,R015,V0047,2025-01-02,08:00:00,Completed
T0001319,R015,V0014,2025-01-04,08:00:00,Completed
T0001320,R003,V0033,2025-01-07,08:00:00,Completed
T0001321,R012,V0026,2025-01-03,08:00:00,Completed
T0001322,R019,V0007,2025-01-03,08:00:00,Completed
T0001323,R020,V0046,2025-01-07,08:00:00,Completed
T0001324,R008,V0014,2025-01-05,08:00:00,Completed
T0001325,R006,V0026,2025-01-04,08:00:00,Completed
T0001326,R014,V0024,2025-01-02,08:00:00,Completed
T0001327,R015,V0046,2025-01-04,08:00:00,Completed
T0001328,R005,V0017,2025-01-06,08:00:00,Completed
T0001329,R020,V0027,2025-01-06,08:00:00,Completed
T0001330,R011,V0003,2025-01-05,08:00:00,Completed
T0001331,R020,V0011,2025-01-06,08:00:00,Completed
T0001332,R012,V0036,2025-01-03,08:00:00,Completed
T0001333,R017,V0032,2025-01-01,08:00:00,Completed
T0001334,R004,V0044,2025-01-06,08:00:00,Completed
T0001335,R001,V0030,2025-01-03,08:00:00,Completed
T0001336,R016,V0030,2025-01-05,08:00:00,Completed
T0001337,R011,V0048,2025-01-01,08:00:00,Completed
T0001338,R013,V0020,2025-01-04,08:00:00,Completed
T0001339,R019,V0011,2025-01-06,08:00:00,Completed
T0001340,R012,V0026,2025-01-05,08:00:00,Completed
T0001341,R004,V0046,2025-01-01,08:00:00,Completed
T0001342,R020,V0025,2025-01-03,08:00:00,Completed
T0001343,R015,V0047,2025-01-01,08:00:00,Completed
T0001344,R020,V0012,2025-01-07,08:00:00,Completed
T0001345,R006,V0019,2025-01-04,08:00:00,Completed
T0001346,R002,V0015,2025-01-03,08:00:00,Completed
T0001347,R007,V0008,2025-01-04,08:00:00,Completed
T0001348,R005,V0004,2025-01-06,08:00:00,Completed
T0001349,R019,V0023,2025-01-02,08:00:00,Completed
T0001350,R007,V0043,2025-01-03,08:00:00,Completed
T0001351,R018,V0035,2025-01-05,08:00:00,Completed
T0001352,R018,V0028,2025-01-01,08:00:00,Completed
T0001353,R003,V0034,2025-01-04,08:00:00,Completed
T0001354,R008,V0017,2025-01-06,08:00:00,Completed
T0001355,R001,V0002,2025-01-03,08:00:00,Completed
T0001356,R017,V0050,2025-01-04,08:00:00,Completed
T0001357,R009,V0029,2025-01-01,08:00:00,Completed
T0001358,R015,V0041,2025-01-03,08:00:00,Completed
T0001359,R010,V0004,2025-01-05,08:00:00,Completed
T0001360,R004,V0017,2025-01-07,08:00:00,Completed
T0001361,R015,V0034,2025-01-07,08:00:00,Completed
T0001362,R008,V0022,2025-01-03,08:00:00,Completed
T0001363,R016,V0036,2025-01-02,08:00:00,Completed
T0001364,R001,V0041,2025-01-05,08:00:00,Completed
T0001365,R017,V0010,2025-01-02,08:00:00,Completed
T0001366,R007,V0017,2025-01-04,08:00:00,Completed
T0001367,R009,V0047,2025-01-04,08:00:00,Completed
T0001368,R003,V0007,2025-01-01,08:00:00,Completed
T0001369,R019,V0023,2025-01-04,08:00:00,Completed
T0001370,R012,V0036,2025-01-06,08:00:00,Completed
T0001371,R008,V0049,2025-01-07,08:00:00,Completed
T0001372,R005,V0044,2025-01-04,08:00:00,Completed
T0001373,R004,V0048,2025-01-02,08:00:00,Completed
T0001374,R014,V0011,2025-01-03,08:00:00,Completed
T0001375,R020,V0041,2025-01-05,08:00:00,Completed
T0001376,R018,V0012,2025-01-07,08:00:00,Completed
T0001377,R001,V0021,2025-01-03,08:00:00,Completed
T0001378,R016,V0047,2025-01-05,08:00:00,Completed
T0001379,R019,V0025,2025-01-01,08:00:00,Completed
T0001380,R007,V0046,2025-01-03,08:00:00,Completed
T0001381,R004,V0018,2025-01-06,08:00:00,Completed
T0001382,R016,V0034,2025-01-05,08:00:00,Completed
T0001383,R001,V0042,2025-01-05,08:00:00,Completed
T0001384,R008,V0014,2025-01-02,08:00:00,Completed
T0001385,R011,V0034,2025-01-05,08:00:00,Completed
T0001386,R003,V0003,2025-01-07,08:00:00,Completed
T0001387,R009,V0026,2025-01-04,08:00:00,Completed
T0001388,R018,V0047,2025-01-03,08:00:00,Completed
T0001389,R020,V0005,2025-01-07,08:00:00,Completed
T0001390,R003,V0003,2025-01-05,08:00:00,Completed
T0001391,R011,V0017,2025-01-07,08:00:00,Completed
T0001392,R015,V0044,2025-01-01,08:00:00,Completed
T0001393,R020,V0008,2025-01-05,08:00:00,Completed
T0001394,R008,V0010,2025-01-02,08:00:00,Completed
T0001395,R015,V0029,2025-01-05,08:00:00,Completed
T0001396,R015,V0002,2025-01-06,08:00:00,Completed
T0001397,R008,V0008,2025-01-07,08:00:00,Completed
T0001398,R019,V0035,2025-01-05,08:00:00,Completed
T0001399,R006,V0001,2025-01-03,08:00:00,Completed
T0001400,R014,V0003,2025-01-04,08:00:00,Completed
T0001401,R005,V0002,2025-01-02,08:00:00,Completed
T0001402,R011,V0023,2025-01-07,08:00:00,Completed
T0001403,R002,V0040,2025-01-07,08:00:00,Completed
T0001404,R008,V0034,2025-01-03,08:00:00,Completed
T0001405,R006,V0025,2025-01-07,08:00:00,Completed
T0001406,R014,V0039,2025-01-03,08:00:00,Completed
T0001407,R012,V0030,2025-01-04,08:00:00,Completed
T0001408,R020,V0005,2025-01-04,08:00:00,Completed
T0001409,R018,V0019,2025-01-06,08:00:00,Completed
T0001410,R009,V0018,2025-01-07,08:00:00,Completed
T0001411,R008,V0040,2025-01-05,08:00:00,Completed
T0001412,R007,V0035,2025-01-04,08:00:00,Completed
T0001413,R008,V0010,2025-01-05,08:00:00,Completed
T0001414,R005,V0012,2025-01-04,08:00:00,Completed
T0001415,R017,V0047,2025-01-03,08:00:00,Completed
T0001416,R008,V0025,2025-01-05,08:00:00,Completed
T0001417,R005,V0039,2025-01-04,08:00:00,Completed
T0001418,R020,V0017,2025-01-04,08:00:00,Completed
T0001419,R009,V0032,2025-01-07,08:00:00,Completed
T0001420,R015,V0034,2025-01-01,08:00:00,Completed
T0001421,R016,V0023,2025-01-02,08:00:00,Completed
T0001422,R020,V0001,2025-01-07,08:00:00,Completed
T0001423,R017,V0001,2025-01-01,08:00:00,Completed
T0001424,R008,V0001,2025-01-07,08:00:00,Completed
T0001425,R017,V0048,2025-01-06,08:00:00,Cancelled
T0001426,R019,V0039,2025-01-02,08:00:00,Completed
T0001427,R002,V0028,2025-01-04,08:00:00,Completed
T0001428,R018,V0018,2025-01-06,08:00:00,Completed
T0001429,R013,V0007,2025-01-05,08:00:00,Completed
T0001430,R011,V0046,2025-01-06,08:00:00,Completed
T0001431,R014,V0011,2025-01-01,08:00:00,Completed
T0001432,R016,V0030,2025-01-06,08:00:00,Completed
T0001433,R012,V0049,2025-01-06,08:00:00,Completed
T0001434,R018,V0045,2025-01-07,08:00:00,Completed
T0001435,R017,V0006,2025-01-06,08:00:00,Completed
T0001436,R010,V0034,2025-01-02,08:00:00,Completed
T0001437,R009,V0024,2025-01-01,08:00:00,Completed
T0001438,R014,V0049,2025-01-07,08:00:00,Completed
T0001439,R010,V0045,2025-01-01,08:00:00,Completed
T0001440,R015,V0001,2025-01-03,08:00:00,Completed
T0001441,R017,V0018,2025-01-02,08:00:00,Completed
T0001442,R009,V0013,2025-01-03,08:00:00,Completed
