count_id,trip_id,stop_id,timestamp,boarding_count,alighting_count
PC0000872,T0001128,S0044,2025-01-01 08:10:00,20,18
PC0000873,T0001575,S0004,2025-01-01 08:10:00,13,19
PC0000874,T0001903,S0035,2025-01-01 08:10:00,27,5
PC0000875,T0000733,S0054,2025-01-01 08:10:00,2,21
PC0000876,T0001343,S0070,2025-01-01 08:10:00,26,18
PC0000877,T0000279,S0023,2025-01-01 08:10:00,17,12
PC0000878,T0001604,S0021,2025-01-01 08:10:00,2,21
PC0000879,T0000592,S0080,2025-01-01 08:10:00,27,18
PC0000880,T0000629,S0026,2025-01-01 08:10:00,33,22
PC0000881,T0001215,S0071,2025-01-01 08:10:00,47,17
PC0000882,T0001750,S0088,2025-01-01 08:10:00,25,28
PC0000883,T0000490,S0010,2025-01-01 08:10:00,43,21
PC0000884,T0001629,S0035,2025-01-01 08:10:00,2,13
PC0000885,T0000904,S0036,2025-01-01 08:10:00,3,21
PC0000886,T0000690,S0031,2025-01-01 08:10:00,46,22
PC0000887,T0000978,S0089,2025-01-01 08:10:00,19,29
PC0000888,T0001871,S0098,2025-01-01 08:10:00,41,1
PC0000889,T0000244,S0080,2025-01-01 08:10:00,18,27
PC0000890,T0000211,S0072,2025-01-01 08:10:00,12,7
PC0000891,T0000428,S0043,2025-01-01 08:10:00,42,16
PC0000892,T0000328,S0011,2025-01-01 08:10:00,4,1
PC0000893,T0000631,S0041,2025-01-01 08:10:00,22,11
PC0000894,T0000706,S0066,2025-01-01 08:10:00,22,5
PC0000895,T0000325,S0043,2025-01-01 08:10:00,41,8
PC0000896,T0000503,S0085,2025-01-01 08:10:00,26,14
PC0000897,T0000832,S0081,2025-01-01 08:10:00,9,19
PC0000898,T0001537,S0026,2025-01-01 08:10:00,4,11
PC0000899,T0000518,S0071,2025-01-01 08:10:00,5,26
PC0000900,T0000316,S0099,2025-01-01 08:10:00,1,9
PC0000901,T0000340,S0047,2025-01-01 08:10:00,49,23
PC0000902,T0000343,S0047,2025-01-01 08:10:00,28,28
PC0000903,T0001851,S0090,2025-01-01 08:10:00,48,23
PC0000904,T0001804,S0026,2025-01-01 08:10:00,22,1
PC0000905,T0000403,S0087,2025-01-01 08:10:00,27,20
PC0000906,T0000348,S0002,2025-01-01 08:10:00,11,23
PC0000907,T0000173,S0047,2025-01-01 08:10:00,36,30
PC0000908,T0001541,S0076,2025-01-01 08:10:00,43,13
PC0000909,T0000529,S0045,2025-01-01 08:10:00,25,16
PC0000910,T0000255,S0011,2025-01-01 08:10:00,34,2
PC0000911,T0001729,S0020,2025-01-01 08:10:00,40,1
PC0000912,T0001485,S0051,2025-01-01 08:10:00,48,5
PC0000913,T0001439,S0018,2025-01-01 08:10:00,20,14
PC0000914,T0000841,S0087,2025-01-01 08:10:00,13,20
PC0000915,T0000448,S0097,2025-01-01 08:10:00,11,6
PC0000916,T0001387,S0063,2025-01-01 08:10:00,29,12
PC0000917,T0001095,S0008,2025-01-01 08:10:00,35,26
PC0000918,T0001986,S0057,2025-01-01 08:10:00,15,23
PC0000919,T0000275,S0082,2025-01-01 08:10:00,33,22
PC0000920,T0000213,S0089,2025-01-01 08:10:00,4,8
PC0000921,T0001287,S0077,2025-01-01 08:10:00,19,16
PC0000922,T0001338,S0027,2025-01-01 08:10:00,18,25
PC0000923,T0000941,S0039,2025-01-01 08:10:00,47,30
PC0000924,T0000011,S0055,2025-01-01 08:10:00,12,28
PC0000925,T0001516,S0003,2025-01-01 08:10:00,20,11
PC0000926,T0001043,S0028,2025-01-01 08:10:00,12,9
PC0000927,T0001881,S0097,2025-01-01 08:10:00,44,11
PC0000928,T0000366,S0094,2025-01-01 08:10:00,45,8
PC0000929,T0000389,S0009,2025-01-01 08:10:00,0,12
PC0000930,T0001517,S0083,2025-01-01 08:10:00,31,13
PC0000931,T0000498,S0034,2025-01-01 08:10:00,28,20
PC0000932,T0001906,S0068,2025-01-01 08:10:00,29,23
PC0000933,T0000379,S0033,2025-01-01 08:10:00,25,5
PC0000934,T0001821,S0086,2025-01-01 08:10:00,11,30
PC0000935,T0001601,S0065,2025-01-01 08:10:00,11,10
PC0000936,T0000852,S0044,2025-01-01 08:10:00,16,18
PC0000937,T0001854,S0010,2025-01-01 08:10:00,23,5
PC0000938,T0001075,S0030,2025-01-01 08:10:00,33,12
PC0000939,T0000237,S0021,2025-01-01 08:10:00,5,18
PC0000940,T0001301,S0080,2025-01-01 08:10:00,40,15
PC0000941,T0001202,S0087,2025-01-01 08:10:00,42,21
PC0000942,T0000602,S0092,2025-01-01 08:10:00,19,14
PC0000943,T0000055,S0004,2025-01-01 08:10:00,30,7
PC0000944,T0001239,S0017,2025-01-01 08:10:00,31,1
PC0000945,T0000830,S0049,2025-01-01 08:10:00,0,15
PC0000946,T0000700,S0044,2025-01-01 08:10:00,16,16
PC0000947,T0000329,S0002,2025-01-01 08:10:00,18,9
PC0000948,T0000933,S0026,2025-01-01 08:10:00,40,29
PC0000949,T0001559,S0064,2025-01-01 08:10:00,37,22
PC0000950,T0000722,S0014,2025-01-01 08:10:00,43,25
PC0000951,T0000073,S0023,2025-01-01 08:10:00,11,20
PC0000952,T0001621,S0029,2025-01-01 08:10:00,0,16
PC0000953,T0000089,S0028,2025-01-01 08:10:00,23,25
PC0000954,T0001824,S0026,2025-01-01 08:10:00,21,1
PC0000955,T0000614,S0007,2025-01-01 08:10:00,30,25
PC0000956,T0001474,S0070,2025-01-01 08:10:00,17,7
PC0000957,T0001982,S0093,2025-01-01 08:10:00,6,30
PC0000958,T0000855,S0007,2025-01-01 08:10:00,5,29
PC0000959,T0000669,S0007,2025-01-01 08:10:00,37,26
PC0000960,T0001536,S0083,2025-01-01 08:10:00,9,18
PC0000961,T0000015,S0099,2025-01-01 08:10:00,42,27
PC0000962,T0001529,S0026,2025-01-01 08:10:00,28,15
PC0000963,T0001509,S0087,2025-01-01 08:10:00,1,23
PC0000964,T0001251,S0018,2025-01-01 08:10:00,34,0
PC0000965,T0000344,S0019,2025-01-01 08:10:00,10,8
PC0000966,T0000441,S0003,2025-01-01 08:10:00,50,13
PC0000967,T0001529,S0017,2025-01-01 08:10:00,14,9
PC0000968,T0001234,S0070,2025-01-01 08:10:00,30,12
PC0000969,T0001657,S0088,2025-01-01 08:10:00,9,3
PC0000970,T0000074,S0006,2025-01-01 08:10:00,46,11
PC0000971,T0001407,S0071,2025-01-01 08:10:00,42,26
PC0000972,T0001948,S0075,2025-01-01 08:10:00,26,12
PC0000973,T0000745,S0057,2025-01-01 08:10:00,43,13
PC0000974,T0001274,S0021,2025-01-01 08:10:00,11,16
PC0000975,T0000076,S0074,2025-01-01 08:10:00,47,28
PC0000976,T0001068,S0008,2025-01-01 08:10:00,18,30
PC0000977,T0001973,S0029,2025-01-01 08:10:00,48,4
PC0000978,T0001590,S0089,2025-01-01 08:10:00,38,15
PC0000979,T0000352,S0059,2025-01-01 08:10:00,2,21
PC0000980,T0001473,S0026,2025-01-01 08:10:00,12,4
PC0000981,T0000958,S0057,2025-01-01 08:10:00,45,23
PC0000982,T0000759,S0017,2025-01-01 08:10:00,21,15
PC0000983,T0001733,S0058,2025-01-01 08:10:00,9,3
PC0000984,T0001420,S0005,2025-01-01 08:10:00,37,14
PC0000985,T0000081,S0095,2025-01-01 08:10:00,45,19
PC0000986,T0001441,S0049,2025-01-01 08:10:00,3,9
PC0000987,T0001418,S0020,2025-01-01 08:10:00,44,9
PC0000988,T0000295,S0034,2025-01-01 08:10:00,48,16
PC0000989,T0001093,S0042,2025-01-01 08:10:00,21,26
PC0000990,T0001872,S0032,2025-01-01 08:10:00,35,13
PC0000991,T0001087,S0046,2025-01-01 08:10:00,44,29
PC0000992,T0001386,S0083,2025-01-01 08:10:00,0,27
PC0000993,T0000502,S0008,2025-01-01 08:10:00,18,19
PC0000994,T0000032,S0019,2025-01-01 08:10:00,19,7
PC0000995,T0000138,S0012,2025-01-01 08:10:00,5,24
PC0000996,T0001820,S0004,2025-01-01 08:10:00,32,5
PC0000997,T0001251,S0099,2025-01-01 08:10:00,18,2
PC0000998,T0000945,S0007,2025-01-01 08:10:00,6,25
PC0000999,T0000177,S0064,2025-01-01 08:10:00,0,4
PC0001000,T0000878,S0090,2025-01-01 08:10:00,12,23
PC0001001,T0000178,S0073,2025-01-01 08:10:00,2,20
PC0001002,T0001874,S0036,2025-01-01 08:10:00,1,16
PC0001003,T0001729,S0022,2025-01-01 08:10:00,9,25
PC0001004,T0001474,S0065,2025-01-01 08:10:00,38,3
PC0001005,T0000260,S0100,2025-01-01 08:10:00,25,13
PC0001006,T0000819,S0049,2025-01-01 08:10:00,41,18
PC0001007,T0001523,S0050,2025-01-01 08:10:00,38,14
PC0001008,T0000187,S0081,2025-01-01 08:10:00,12,9
PC0001009,T0000109,S0083,2025-01-01 08:10:00,9,5
PC0001010,T0000857,S0098,2025-01-01 08:10:00,20,20
PC0001011,T0001692,S0058,2025-01-01 08:10:00,22,4
PC0001012,T0000190,S0009,2025-01-01 08:10:00,49,15
PC0001013,T0000412,S0011,2025-01-01 08:10:00,18,4
PC0001014,T0001312,S0048,2025-01-01 08:10:00,22,6
PC0001015,T0000554,S0020,2025-01-01 08:10:00,22,18
PC0001016,T0001375,S0064,2025-01-01 08:10:00,17,3
PC0001017,T0000490,S0081,2025-01-01 08:10:00,1,14
PC0001018,T0000577,S0019,2025-01-01 08:10:00,22,16
PC0001019,T0001971,S0001,2025-01-01 08:10:00,30,28
PC0001020,T0001481,S0029,2025-01-01 08:10:00,18,9
PC0001021,T0000674,S0011,2025-01-01 08:10:00,35,17
PC0001022,T0000848,S0056,2025-01-01 08:10:00,40,5
PC0001023,T0001423,S0095,2025-01-01 08:10:00,49,24
PC0001024,T0001292,S0055,2025-01-01 08:10:00,41,5
PC0001025,T0000869,S0056,2025-01-01 08:10:00,43,22
PC0001026,T0000034,S0027,2025-01-01 08:10:00,12,28
PC0001027,T0001463,S0014,2025-01-01 08:10:00,-5,24
PC0001028,T0000116,S0094,2025-01-01 08:10:00,19,13
PC0001029,T0000604,S0098,2025-01-01 08:10:00,48,4
PC0001030,T0001554,S0005,2025-01-01 08:10:00,48,10
PC0001031,T0001906,S0069,2025-01-01 08:10:00,35,4
PC0001032,T0000457,S0094,2025-01-01 08:10:00,37,17
PC0001033,T0001200,S0010,2025-01-01 08:10:00,29,19
PC0001034,T0000722,S0027,2025-01-01 08:10:00,17,18
PC0001035,T0000282,S0021,2025-01-01 08:10:00,30,19
PC0001036,T0001638,S0043,2025-01-01 08:10:00,25,27
PC0001037,T0000134,S0083,2025-01-01 08:10:00,18,0
PC0001038,T0001865,S0048,2025-01-01 08:10:00,36,3
PC0001039,T0000423,S0010,2025-01-01 08:10:00,35,16
PC0001040,T0001646,S0081,2025-01-01 08:10:00,19,6
PC0001041,T0000223,S0093,2025-01-01 08:10:00,41,4
PC0001042,T0000034,S0100,2025-01-01 08:10:00,41,23
PC0001043,T0001890,S0064,2025-01-01 08:10:00,23,27
PC0001044,T0001248,S0040,2025-01-01 08:10:00,40,0
PC0001045,T0000656,S0015,2025-01-01 08:10:00,2,0
PC0001046,T0001641,S0032,2025-01-01 08:10:00,0,28
PC0001047,T0001457,S0012,2025-01-01 08:10:00,38,25
PC0001048,T0000299,S0022,2025-01-01 08:10:00,40,20
PC0001049,T0001880,S0083,2025-01-01 08:10:00,-5,25
PC0001050,T0001307,S0075,2025-01-01 08:10:00,32,29
PC0001051,T0001455,S0095,2025-01-01 08:10:00,40,13
PC0001052,T0001667,S0008,2025-01-01 08:10:00,41,13
PC0001053,T0001809,S0057,2025-01-01 08:10:00,1,8
PC0001054,T0000491,S0042,2025-01-01 08:10:00,43,22
PC0001055,T0000226,S0015,2025-01-01 08:10:00,19,28
PC0001056,T0000903,S0086,2025-01-01 08:10:00,27,3
PC0001057,T0000535,S0092,2025-01-01 08:10:00,41,9
PC0001058,T0001158,S0043,2025-01-01 08:10:00,35,0
PC0001059,T0000327,S0039,2025-01-01 08:10:00,12,23
PC0001060,T0000243,S0072,2025-01-01 08:10:00,12,23
PC0001061,T0000602,S0014,2025-01-01 08:10:00,40,28
PC0001062,T0001169,S0066,2025-01-01 08:10:00,20,11
PC0001063,T0001309,S0021,2025-01-01 08:10:00,5,6
PC0001064,T0001153,S0042,2025-01-01 08:10:00,6,30
PC0001065,T0001648,S0008,2025-01-01 08:10:00,20,2
PC0001066,T0001792,S0082,2025-01-01 08:10:00,8,26
PC0001067,T0001205,S0067,2025-01-01 08:10:00,46,5
PC0001068,T0001247,S0087,2025-01-01 08:10:00,29,24
PC0001069,T0001062,S0069,2025-01-01 08:10:00,6,27
PC0001070,T0000226,S0031,2025-01-01 08:10:00,32,12
PC0001071,T0000368,S0010,2025-01-01 08:10:00,30,30
PC0001072,T0001417,S0095,2025-01-01 08:10:00,12,27
PC0001073,T0001063,S0033,2025-01-01 08:10:00,8,21
PC0001074,T0000755,S0100,2025-01-01 08:10:00,35,9
PC0001075,T0000550,S0053,2025-01-01 08:10:00,13,22
PC0001076,T0001895,S0038,2025-01-01 08:10:00,20,1
PC0001077,T0000734,S0016,2025-01-01 08:10:00,0,6
PC0001078,T0001315,S0092,2025-01-01 08:10:00,33,24
PC0001079,T0001097,S0061,2025-01-01 08:10:00,39,6
PC0001080,T0000708,S0049,2025-01-01 08:10:00,39,13
PC0001081,T0001849,S0064,2025-01-01 08:10:00,20,3
PC0001082,T0001355,S0003,2025-01-01 08:10:00,38,17
PC0001083,T0001026,S0015,2025-01-01 08:10:00,24,26
PC0001084,T0000091,S0034,2025-01-01 08:10:00,0,24
PC0001085,T0000741,S0094,2025-01-01 08:10:00,15,14
PC0001086,T0001325,S0017,2025-01-01 08:10:00,33,0
PC0001087,T0001140,S0086,2025-01-01 08:10:00,21,24
PC0001088,T0000680,S0085,2025-01-01 08:10:00,35,8
PC0001089,T0001341,S0041,2025-01-01 08:10:00,11,13
PC0001090,T0000618,S0061,2025-01-01 08:10:00,43,15
PC0001091,T0000779,S0037,2025-01-01 08:10:00,9,30
PC0001092,T0001192,S0080,2025-01-01 08:10:00,24,0
PC0001093,T0000982,S0002,2025-01-01 08:10:00,34,14
PC0001094,T0001318,S0037,2025-01-01 08:10:00,49,19
PC0001095,T0001540,S0034,2025-01-01 08:10:00,33,28
PC0001096,T0000509,S0051,2025-01-01 08:10:00,40,14
PC0001097,T0001929,S0018,2025-01-01 08:10:00,1,30
PC0001098,T0001310,S0063,2025-01-01 08:10:00,39,29
PC0001099,T0000319,S0099,2025-01-01 08:10:00,50,3
PC0001100,T0000294,S0081,2025-01-01 08:10:00,21,29
PC0001101,T0001647,S0076,2025-01-01 08:10:00,50,15
PC0001102,T0000718,S0039,2025-01-01 08:10:00,39,14
PC0001103,T0000980,S0078,2025-01-01 08:10:00,-5,3
PC0001104,T0001168,S0066,2025-01-01 08:10:00,8,25
PC0001105,T0001075,S0077,2025-01-01 08:10:00,38,4
PC0001106,T0001517,S0052,2025-01-01 08:10:00,43,16
PC0001107,T0000595,S0075,2025-01-01 08:10:00,4,22
PC0001108,T0000822,S0013,2025-01-01 08:10:00,21,16
PC0001109,T0001063,S0044,2025-01-01 08:10:00,12,12
PC0001110,T0001703,S0032,2025-01-01 08:10:00,16,16
PC0001111,T0001732,S0080,2025-01-01 08:10:00,29,0
PC0001112,T0001446,S0022,2025-01-01 08:10:00,14,9
PC0001113,T0000200,S0081,2025-01-01 08:10:00,35,2
PC0001114,T0000145,S0076,2025-01-01 08:10:00,31,23
PC0001115,T0001663,S0083,2025-01-01 08:10:00,2,3
PC0001116,T0000872,S0037,2025-01-01 08:10:00,5,21
PC0001117,T0000270,S0033,2025-01-01 08:10:00,9,18
PC0001118,T0001565,S0011,2025-01-01 08:10:00,47,0
PC0001119,T0001425,S0051,2025-01-01 08:10:00,21,8
PC0001120,T0000708,S0034,2025-01-01 08:10:00,16,27
PC0001121,T0000816,S0045,2025-01-01 08:10:00,3,22
PC0001122,T0000296,S0066,2025-01-01 08:10:00,24,16
PC0001123,T0001237,S0088,2025-01-01 08:10:00,36,23
PC0001124,T0001662,S0072,2025-01-01 08:10:00,21,28
PC0001125,T0001072,S0032,2025-01-01 08:10:00,27,4
PC0001126,T0001133,S0032,2025-01-01 08:10:00,7,17
PC0001127,T0001913,S0054,2025-01-01 08:10:00,500,5
PC0001128,T0000989,S0088,2025-01-01 08:10:00,25,7
PC0001129,T0000832,S0040,2025-01-01 08:10:00,42,2
PC0001130,T0000163,S0089,2025-01-01 08:10:00,500,8
PC0001131,T0001478,S0086,2025-01-01 08:10:00,43,18
PC0001132,T0001189,S0067,2025-01-01 08:10:00,2,10
PC0001133,T0001720,S0012,2025-01-01 08:10:00,15,23
PC0001134,T0000669,S0050,2025-01-01 08:10:00,20,29
PC0001135,T0001977,S0026,2025-01-01 08:10:00,21,6
PC0001136,T0000564,S0081,2025-01-01 08:10:00,7,20
PC0001137,T0001302,S0038,2025-01-01 08:10:00,37,26
PC0001138,T0001249,S0006,2025-01-01 08:10:00,47,16
PC0001139,T0001461,S0093,2025-01-01 08:10:00,45,18
PC0001140,T0000468,S0002,2025-01-01 08:10:00,10,3
PC0001141,T0001717,S0006,2025-01-01 08:10:00,33,28
PC0001142,T0001939,S0072,2025-01-01 08:10:00,6,21
PC0001143,T0000228,S0073,2025-01-01 08:10:00,500,25
PC0001144,T0001750,S0054,2025-01-01 08:10:00,37,1
PC0001145,T0001014,S0019,2025-01-01 08:10:00,41,19
PC0001146,T0001535,S0054,2025-01-01 08:10:00,4,16
PC0001147,T0001760,S0059,2025-01-01 08:10:00,25,12
PC0001148,T0000321,S0008,2025-01-01 08:10:00,15,22
PC0001149,T0000503,S0020,2025-01-01 08:10:00,47,29
PC0001150,T0000930,S0096,2025-01-01 08:10:00,34,17
PC0001151,T0001548,S0080,2025-01-01 08:10:00,7,30
PC0001152,T0000819,S0097,2025-01-01 08:10:00,22,17
PC0001153,T0001659,S0058,2025-01-01 08:10:00,44,12
PC0001154,T0000340,S0035,2025-01-01 08:10:00,44,20
PC0001155,T0000832,S0003,2025-01-01 08:10:00,9,12
PC0001156,T0001601,S0020,2025-01-01 08:10:00,41,5
PC0001157,T0001258,S0007,2025-01-01 08:10:00,10,18
PC0001158,T0001212,S0050,2025-01-01 08:10:00,2,28
PC0001159,T0000378,S0042,2025-01-01 08:10:00,16,21
PC0001160,T0000850,S0087,2025-01-01 08:10:00,42,11
PC0001161,T0000965,S0017,2025-01-01 08:10:00,45,5
PC0001162,T0001687,S0080,2025-01-01 08:10:00,3,25
PC0001163,T0001971,S0073,2025-01-01 08:10:00,20,14
PC0001164,T0001779,S0007,2025-01-01 08:10:00,11,7
PC0001165,T0001994,S0059,2025-01-01 08:10:00,40,4
PC0001166,T0001111,S0043,2025-01-01 08:10:00,5,13
PC0001167,T0000486,S0044,2025-01-01 08:10:00,31,25
PC0001168,T0000468,S0074,2025-01-01 08:10:00,16,22
PC0001169,T0001369,S0094,2025-01-01 08:10:00,6,22
PC0001170,T0001439,S0085,2025-01-01 08:10:00,36,3
PC0001171,T0001279,S0037,2025-01-01 08:10:00,39,11
PC0001172,T0000496,S0011,2025-01-01 08:10:00,28,17
PC0001173,T0000986,S0081,2025-01-01 08:10:00,34,26
PC0001174,T0000835,S0054,2025-01-01 08:10:00,12,4
PC0001175,T0000866,S0062,2025-01-01 08:10:00,0,15
PC0001176,T0000975,S0073,2025-01-01 08:10:00,22,5
PC0001177,T0000267,S0040,2025-01-01 08:10:00,22,26
PC0001178,T0000568,S0008,2025-01-01 08:10:00,29,2
PC0001179,T0001625,S0034,2025-01-01 08:10:00,17,8
PC0001180,T0000233,S0045,2025-01-01 08:10:00,38,16
PC0001181,T0001423,S0051,2025-01-01 08:10:00,48,5
PC0001182,T0000175,S0072,2025-01-01 08:10:00,16,26
PC0001183,T0001929,S0039,2025-01-01 08:10:00,19,11
PC0001184,T0001646,S0041,2025-01-01 08:10:00,31,10
PC0001185,T0000505,S0038,2025-01-01 08:10:00,17,25
PC0001186,T0001274,S0099,2025-01-01 08:10:00,29,2
PC0001187,T0000126,S0071,2025-01-01 08:10:00,40,30
PC0001188,T0001492,S0099,2025-01-01 08:10:00,34,29
PC0001189,T0000833,S0094,2025-01-01 08:10:00,25,6
PC0001190,T0000839,S0085,2025-01-01 08:10:00,39,14
PC0001191,T0000735,S0037,2025-01-01 08:10:00,45,3
PC0001192,T0001238,S0017,2025-01-01 08:10:00,30,18
PC0001193,T0000967,S0019,2025-01-01 08:10:00,47,29
PC0001194,T0000437,S0052,2025-01-01 08:10:00,39,9
PC0001195,T0001824,S0088,2025-01-01 08:10:00,36,28
PC0001196,T0001047,S0032,2025-01-01 08:10:00,44,14
PC0001197,T0001013,S0058,2025-01-01 08:10:00,33,26
PC0001198,T0001507,S0049,2025-01-01 08:10:00,32,28
PC0001199,T0000076,S0005,2025-01-01 08:10:00,8,8
PC0001200,T0001829,S0084,2025-01-01 08:10:00,46,5
PC0001201,T0000407,S0052,2025-01-01 08:10:00,31,12
PC0001202,T0000856,S0066,2025-01-01 08:10:00,43,16
PC0001203,T0000061,S0094,2025-01-01 08:10:00,39,9
PC0001204,T0001578,S0050,2025-01-01 08:10:00,14,7
PC0001205,T0001546,S0072,2025-01-01 08:10:00,25,15
PC0001206,T0001765,S0095,2025-01-01 08:10:00,31,13
PC0001207,T0001289,S0050,2025-01-01 08:10:00,32,9
PC0001208,T0001482,S0026,2025-01-01 08:10:00,2,24
PC0001209,T0001816,S0093,2025-01-01 08:10:00,38,25
PC0001210,T0001325,S0088,2025-01-01 08:10:00,12,6
PC0001211,T0001806,S0091,2025-01-01 08:10:00,45,10
PC0001212,T0001862,S0072,2025-01-01 08:10:00,24,18
PC0001213,T0001182,S0078,2025-01-01 08:10:00,14,4
PC0001214,T0000995,S0098,2025-01-01 08:10:00,9,22
PC0001215,T0000137,S0049,2025-01-01 08:10:00,7,25
PC0001216,T0001290,S0042,2025-01-01 08:10:00,25,7
PC0001217,T0001933,S0081,2025-01-01 08:10:00,49,7
PC0001218,T0000672,S0005,2025-01-01 08:10:00,19,4
PC0001219,T0000306,S0075,2025-01-01 08:10:00,14,25
PC0001220,T0000428,S0023,2025-01-01 08:10:00,24,28
PC0001221,T0000870,S0003,2025-01-01 08:10:00,47,2
PC0001222,T0000088,S0044,2025-01-01 08:10:00,15,21
PC0001223,T0001651,S0077,2025-01-01 08:10:00,34,29
PC0001224,T0000621,S0026,2025-01-01 08:10:00,28,10
PC0001225,T0000834,S0069,2025-01-01 08:10:00,40,1
PC0001226,T0001189,S0002,2025-01-01 08:10:00,36,20
PC0001227,T0001589,S0029,2025-01-01 08:10:00,5,4
PC0001228,T0000846,S0047,2025-01-01 08:10:00,30,24
PC0001229,T0001688,S0078,2025-01-01 08:10:00,0,13
PC0001230,T0001952,S0055,2025-01-01 08:10:00,8,11
PC0001231,T0001078,S0050,2025-01-01 08:10:00,49,17
PC0001232,T0000586,S0005,2025-01-01 08:10:00,32,21
PC0001233,T0001516,S0082,2025-01-01 08:10:00,45,17
PC0001234,T0000030,S0075,2025-01-01 08:10:00,13,9
PC0001235,T0000977,S0072,2025-01-01 08:10:00,4,3
PC0001236,T0000638,S0037,2025-01-01 08:10:00,25,4
PC0001237,T0000995,S0068,2025-01-01 08:10:00,27,23
PC0001238,T0000898,S0033,2025-01-01 08:10:00,35,20
PC0001239,T0001166,S0094,2025-01-01 08:10:00,47,10
PC0001240,T0000848,S0083,2025-01-01 08:10:00,49,17
PC0001241,T0001847,S0070,2025-01-01 08:10:00,38,19
PC0001242,T0000253,S0016,2025-01-01 08:10:00,3,29
PC0001243,T0001543,S0002,2025-01-01 08:10:00,22,30
PC0001244,T0001729,S0032,2025-01-01 08:10:00,25,20
PC0001245,T0000070,S0043,2025-01-01 08:10:00,8,11
PC0001246,T0001079,S0012,2025-01-01 08:10:00,500,29
PC0001247,T0001199,S0034,2025-01-01 08:10:00,14,0
PC0001248,T0000232,S0031,2025-01-01 08:10:00,19,13
PC0001249,T0000264,S0095,2025-01-01 08:10:00,42,9
PC0001250,T0001432,S0033,2025-01-01 08:10:00,19,30
PC0001251,T0001942,S0053,2025-01-01 08:10:00,9,30
PC0001252,T0000597,S0065,2025-01-01 08:10:00,37,0
PC0001253,T0000394,S0082,2025-01-01 08:10:00,15,22
PC0001254,T0000820,S0067,2025-01-01 08:10:00,39,21
PC0001255,T0001945,S0097,2025-01-01 08:10:00,21,12
PC0001256,T0001742,S0037,2025-01-01 08:10:00,36,16
PC0001257,T0001768,S0100,2025-01-01 08:10:00,8,6
PC0001258,T0001001,S0075,2025-01-01 08:10:00,27,23
PC0001259,T0001670,S0090,2025-01-01 08:10:00,39,7
PC0001260,T0000301,S0038,2025-01-01 08:10:00,16,27
PC0001261,T0001567,S0066,2025-01-01 08:10:00,21,14
PC0001262,T0000521,S0053,2025-01-01 08:10:00,15,12
PC0001263,T0000768,S0074,2025-01-01 08:10:00,16,16
PC0001264,T0000181,S0040,2025-01-01 08:10:00,1,5
PC0001265,T0000216,S0007,2025-01-01 08:10:00,43,7
PC0001266,T0001960,S0047,2025-01-01 08:10:00,11,25
PC0001267,T0001920,S0005,2025-01-01 08:10:00,30,2
PC0001268,T0000013,S0067,2025-01-01 08:10:00,45,16
PC0001269,T0001243,S0064,2025-01-01 08:10:00,11,19
PC0001270,T0000830,S0077,2025-01-01 08:10:00,15,17
PC0001271,T0001539,S0072,2025-01-01 08:10:00,33,3
PC0001272,T0000822,S0030,2025-01-01 08:10:00,43,10
PC0001273,T0000428,S0061,2025-01-01 08:10:00,19,0
PC0001274,T0001144,S0020,2025-01-01 08:10:00,39,10
PC0001275,T0000500,S0088,2025-01-01 08:10:00,19,7
PC0001276,T0000314,S0027,2025-01-01 08:10:00,25,14
PC0001277,T0000754,S0037,2025-01-01 08:10:00,17,21
PC0001278,T0000430,S0053,2025-01-01 08:10:00,10,26
PC0001279,T0001328,S0008,2025-01-01 08:10:00,30,29
PC0001280,T0000588,S0070,2025-01-01 08:10:00,45,21
PC0001281,T0000617,S0088,2025-01-01 08:10:00,42,2
PC0001282,T0000036,S0094,2025-01-01 08:10:00,39,1
PC0001283,T0001195,S0012,2025-01-01 08:10:00,38,24
PC0001284,T0001686,S0028,2025-01-01 08:10:00,34,1
PC0001285,T0000642,S0019,2025-01-01 08:10:00,8,14
PC0001286,T0000002,S0034,2025-01-01 08:10:00,46,26
PC0001287,T0000439,S0064,2025-01-01 08:10:00,13,8
PC0001288,T0001238,S0001,2025-01-01 08:10:00,18,11
PC0001289,T0000769,S0055,2025-01-01 08:10:00,38,23
PC0001290,T0001156,S0075,2025-01-01 08:10:00,50,29
PC0001291,T0000976,S0091,2025-01-01 08:10:00,46,5
PC0001292,T0001722,S0003,2025-01-01 08:10:00,30,7
PC0001293,T0001442,S0005,2025-01-01 08:10:00,21,29
PC0001294,T0000616,S0051,2025-01-01 08:10:00,8,26
PC0001295,T0000559,S0079,2025-01-01 08:10:00,40,7
PC0001296,T0000876,S0074,2025-01-01 08:10:00,2,20
PC0001297,T0000040,S0091,2025-01-01 08:10:00,23,28
PC0001298,T0001711,S0012,2025-01-01 08:10:00,34,10
PC0001299,T0001738,S0037,2025-01-01 08:10:00,48,17
PC0001300,T0000345,S0011,2025-01-01 08:10:00,41,25
PC0001301,T0001365,S0020,2025-01-01 08:10:00,6,22
PC0001302,T0001054,S0058,2025-01-01 08:10:00,1,9
PC0001303,T0001393,S0002,2025-01-01 08:10:00,1,10
PC0001304,T0000380,S0050,2025-01-01 08:10:00,39,11
PC0001305,T0000436,S0038,2025-01-01 08:10:00,45,5
PC0001306,T0000612,S0004,2025-01-01 08:10:00,24,6
PC0001307,T0000166,S0076,2025-01-01 08:10:00,50,21
